Date,Attributes,Symbols,value
2021-03-09,Open,6954.T,25615.0
2021-03-10,Open,6954.T,26330.0
2021-03-11,Open,6954.T,26480.0
2021-03-12,Open,6954.T,26800.0
2021-03-15,Open,6954.T,27605.0
2021-03-16,Open,6954.T,27340.0
2021-03-17,Open,6954.T,27020.0
2021-03-18,Open,6954.T,27450.0
2021-03-19,Open,6954.T,27120.0
2021-03-22,Open,6954.T,26310.0
2021-03-23,Open,6954.T,26300.0
2021-03-24,Open,6954.T,25270.0
2021-03-25,Open,6954.T,25565.0
2021-03-26,Open,6954.T,26300.0
2021-03-29,Open,6954.T,26750.0
2021-03-30,Open,6954.T,26890.0
2021-03-31,Open,6954.T,26825.0
2021-04-01,Open,6954.T,26760.0
2021-04-02,Open,6954.T,28170.0
2021-04-05,Open,6954.T,28210.0
2021-04-06,Open,6954.T,28060.0
2021-04-07,Open,6954.T,27800.0
2021-04-08,Open,6954.T,27830.0
2021-04-09,Open,6954.T,28040.0
2021-04-12,Open,6954.T,28300.0
2021-04-13,Open,6954.T,27765.0
2021-04-14,Open,6954.T,27530.0
2021-04-15,Open,6954.T,27400.0
2021-04-16,Open,6954.T,27365.0
2021-04-19,Open,6954.T,27230.0
2021-04-20,Open,6954.T,27110.0
2021-04-21,Open,6954.T,26200.0
2021-04-22,Open,6954.T,26190.0
2021-04-23,Open,6954.T,25890.0
2021-04-26,Open,6954.T,25745.0
2021-04-27,Open,6954.T,25815.0
2021-04-28,Open,6954.T,25200.0
2021-04-30,Open,6954.T,25960.0
2021-05-06,Open,6954.T,25395.0
2021-05-07,Open,6954.T,26500.0
2021-05-10,Open,6954.T,26460.0
2021-05-11,Open,6954.T,26300.0
2021-05-12,Open,6954.T,25575.0
2021-05-13,Open,6954.T,24665.0
2021-05-14,Open,6954.T,24685.0
2021-05-17,Open,6954.T,25265.0
2021-05-18,Open,6954.T,24815.0
2021-05-19,Open,6954.T,24955.0
2021-05-20,Open,6954.T,24660.0
2021-05-21,Open,6954.T,24950.0
2021-05-24,Open,6954.T,25175.0
2021-05-25,Open,6954.T,25550.0
2021-05-26,Open,6954.T,25610.0
2021-05-27,Open,6954.T,26100.0
2021-05-28,Open,6954.T,26245.0
2021-05-31,Open,6954.T,26410.0
2021-06-01,Open,6954.T,26450.0
2021-06-02,Open,6954.T,25800.0
2021-06-03,Open,6954.T,25900.0
2021-06-04,Open,6954.T,26020.0
2021-06-07,Open,6954.T,26185.0
2021-06-08,Open,6954.T,25990.0
2021-06-09,Open,6954.T,25825.0
2021-06-10,Open,6954.T,25845.0
2021-06-11,Open,6954.T,26435.0
2021-06-14,Open,6954.T,26695.0
2021-06-15,Open,6954.T,27220.0
2021-06-16,Open,6954.T,27100.0
2021-06-17,Open,6954.T,27450.0
2021-06-18,Open,6954.T,27510.0
2021-06-21,Open,6954.T,26905.0
2021-06-22,Open,6954.T,26565.0
2021-06-23,Open,6954.T,26770.0
2021-06-24,Open,6954.T,26335.0
2021-06-25,Open,6954.T,26710.0
2021-06-28,Open,6954.T,27040.0
2021-06-29,Open,6954.T,26565.0
2021-06-30,Open,6954.T,27000.0
2021-07-01,Open,6954.T,26950.0
2021-07-02,Open,6954.T,26830.0
2021-07-05,Open,6954.T,26900.0
2021-07-06,Open,6954.T,27030.0
2021-07-07,Open,6954.T,26685.0
2021-07-08,Open,6954.T,26940.0
2021-07-09,Open,6954.T,26200.0
2021-07-12,Open,6954.T,26800.0
2021-07-13,Open,6954.T,27600.0
2021-07-14,Open,6954.T,27525.0
2021-07-15,Open,6954.T,27300.0
2021-07-16,Open,6954.T,26835.0
2021-07-19,Open,6954.T,26300.0
2021-07-20,Open,6954.T,25300.0
2021-07-21,Open,6954.T,25565.0
2021-07-26,Open,6954.T,25730.0
2021-07-27,Open,6954.T,25475.0
2021-07-28,Open,6954.T,25170.0
2021-07-29,Open,6954.T,25715.0
2021-07-30,Open,6954.T,25100.0
2021-08-02,Open,6954.T,24450.0
2021-08-03,Open,6954.T,24665.0
2021-08-04,Open,6954.T,25110.0
2021-08-05,Open,6954.T,24985.0
2021-08-06,Open,6954.T,25230.0
2021-08-10,Open,6954.T,25100.0
2021-08-11,Open,6954.T,24880.0
2021-08-12,Open,6954.T,25140.0
2021-08-13,Open,6954.T,24750.0
2021-08-16,Open,6954.T,23990.0
2021-08-17,Open,6954.T,24160.0
2021-08-18,Open,6954.T,23435.0
2021-08-19,Open,6954.T,23655.0
2021-08-20,Open,6954.T,23000.0
2021-08-23,Open,6954.T,22930.0
2021-08-24,Open,6954.T,23700.0
2021-08-25,Open,6954.T,23780.0
2021-08-26,Open,6954.T,23935.0
2021-08-27,Open,6954.T,23120.0
2021-08-30,Open,6954.T,23600.0
2021-08-31,Open,6954.T,23435.0
2021-09-01,Open,6954.T,24330.0
2021-09-02,Open,6954.T,24640.0
2021-09-03,Open,6954.T,24945.0
2021-09-06,Open,6954.T,26290.0
2021-09-07,Open,6954.T,26275.0
2021-09-08,Open,6954.T,25820.0
2021-09-09,Open,6954.T,26050.0
2021-09-10,Open,6954.T,26170.0
2021-09-13,Open,6954.T,26380.0
2021-09-14,Open,6954.T,26650.0
2021-09-15,Open,6954.T,26785.0
2021-09-16,Open,6954.T,27000.0
2021-09-17,Open,6954.T,26310.0
2021-09-21,Open,6954.T,25630.0
2021-09-22,Open,6954.T,25460.0
2021-09-24,Open,6954.T,25780.0
2021-09-27,Open,6954.T,25330.0
2021-09-28,Open,6954.T,25330.0
2021-09-29,Open,6954.T,24945.0
2021-09-30,Open,6954.T,24790.0
2021-10-01,Open,6954.T,24230.0
2021-10-04,Open,6954.T,24170.0
2021-10-05,Open,6954.T,22435.0
2021-10-06,Open,6954.T,22745.0
2021-10-07,Open,6954.T,22465.0
2021-10-08,Open,6954.T,22755.0
2021-10-11,Open,6954.T,22685.0
2021-10-12,Open,6954.T,23085.0
2021-10-13,Open,6954.T,22685.0
2021-10-14,Open,6954.T,22960.0
2021-10-15,Open,6954.T,24040.0
2021-10-18,Open,6954.T,24650.0
2021-10-19,Open,6954.T,24690.0
2021-10-20,Open,6954.T,25125.0
2021-10-21,Open,6954.T,24805.0
2021-10-22,Open,6954.T,24155.0
2021-10-25,Open,6954.T,24105.0
2021-10-26,Open,6954.T,24625.0
2021-10-27,Open,6954.T,24480.0
2021-10-28,Open,6954.T,22360.0
2021-10-29,Open,6954.T,22500.0
2021-11-01,Open,6954.T,22800.0
2021-11-02,Open,6954.T,22720.0
2021-11-04,Open,6954.T,22890.0
2021-11-05,Open,6954.T,22915.0
2021-11-08,Open,6954.T,22870.0
2021-11-09,Open,6954.T,22790.0
2021-11-10,Open,6954.T,22000.0
2021-11-11,Open,6954.T,22645.0
2021-11-12,Open,6954.T,23120.0
2021-11-15,Open,6954.T,23395.0
2021-11-16,Open,6954.T,23550.0
2021-11-17,Open,6954.T,23515.0
2021-11-18,Open,6954.T,23310.0
2021-11-19,Open,6954.T,23750.0
2021-11-22,Open,6954.T,23290.0
2021-11-24,Open,6954.T,23265.0
2021-11-25,Open,6954.T,23675.0
2021-11-26,Open,6954.T,23435.0
2021-11-29,Open,6954.T,22680.0
2021-11-30,Open,6954.T,23115.0
2021-12-01,Open,6954.T,22745.0
2021-12-02,Open,6954.T,22815.0
2021-12-03,Open,6954.T,23275.0
2021-12-06,Open,6954.T,23165.0
2021-12-07,Open,6954.T,23400.0
2021-12-08,Open,6954.T,23850.0
2021-12-09,Open,6954.T,24250.0
2021-12-10,Open,6954.T,23550.0
2021-12-13,Open,6954.T,24330.0
2021-12-14,Open,6954.T,24005.0
2021-12-15,Open,6954.T,23995.0
2021-12-16,Open,6954.T,24610.0
2021-12-17,Open,6954.T,25085.0
2021-12-20,Open,6954.T,24000.0
2021-12-21,Open,6954.T,23865.0
2021-12-22,Open,6954.T,23975.0
2021-12-23,Open,6954.T,23980.0
2021-12-24,Open,6954.T,24080.0
2021-12-27,Open,6954.T,24100.0
2021-12-28,Open,6954.T,24350.0
2021-12-29,Open,6954.T,24515.0
2021-12-30,Open,6954.T,24340.0
2022-01-04,Open,6954.T,24695.0
2022-01-05,Open,6954.T,25060.0
2022-01-06,Open,6954.T,25285.0
2022-01-07,Open,6954.T,24915.0
2021-01-12,Open,4689.T,697.2000122070312
2021-01-13,Open,4689.T,690.2999877929688
2021-01-14,Open,4689.T,697.5999755859375
2021-01-15,Open,4689.T,719.4000244140625
2021-01-18,Open,4689.T,702.9000244140625
2021-01-19,Open,4689.T,704.0
2021-01-20,Open,4689.T,695.5999755859375
2021-01-21,Open,4689.T,662.2999877929688
2021-01-22,Open,4689.T,684.0999755859375
2021-01-25,Open,4689.T,705.0
2021-01-26,Open,4689.T,692.7000122070312
2021-01-27,Open,4689.T,691.2999877929688
2021-01-28,Open,4689.T,675.0999755859375
2021-01-29,Open,4689.T,664.2999877929688
2021-02-01,Open,4689.T,657.5
2021-02-02,Open,4689.T,689.0
2021-02-03,Open,4689.T,712.0
2021-02-04,Open,4689.T,685.0
2021-02-05,Open,4689.T,669.4000244140625
2021-02-08,Open,4689.T,663.4000244140625
2021-02-09,Open,4689.T,677.9000244140625
2021-02-10,Open,4689.T,677.9000244140625
2021-02-12,Open,4689.T,670.4000244140625
2021-02-15,Open,4689.T,674.5
2021-02-16,Open,4689.T,666.7000122070312
2021-02-17,Open,4689.T,674.2000122070312
2021-02-18,Open,4689.T,656.0999755859375
2021-02-19,Open,4689.T,639.9000244140625
2021-02-22,Open,4689.T,642.7999877929688
2021-02-24,Open,4689.T,661.0
2021-02-25,Open,4689.T,664.4000244140625
2021-02-26,Open,4689.T,644.4000244140625
2021-03-01,Open,4689.T,668.5
2021-03-02,Open,4689.T,678.5999755859375
2021-03-03,Open,4689.T,637.9000244140625
2021-03-04,Open,4689.T,605.0
2021-03-05,Open,4689.T,595.5999755859375
2021-03-08,Open,4689.T,607.2999877929688
2021-03-09,Open,4689.T,588.0
2021-03-10,Open,4689.T,608.9000244140625
2021-03-11,Open,4689.T,597.9000244140625
2021-03-12,Open,4689.T,613.2000122070312
2021-03-15,Open,4689.T,616.2999877929688
2021-03-16,Open,4689.T,606.7000122070312
2021-03-17,Open,4689.T,608.5
2021-03-18,Open,4689.T,608.0
2021-03-19,Open,4689.T,584.0999755859375
2021-03-22,Open,4689.T,565.0
2021-03-23,Open,4689.T,575.4000244140625
2021-03-24,Open,4689.T,568.0
2021-03-25,Open,4689.T,542.0
2021-03-26,Open,4689.T,552.7999877929688
2021-03-29,Open,4689.T,568.7999877929688
2021-03-30,Open,4689.T,561.0
2021-03-31,Open,4689.T,555.2999877929688
2021-04-01,Open,4689.T,554.5
2021-04-02,Open,4689.T,572.0
2021-04-05,Open,4689.T,568.0
2021-04-06,Open,4689.T,578.7000122070312
2021-04-07,Open,4689.T,564.7999877929688
2021-04-08,Open,4689.T,556.0
2021-04-09,Open,4689.T,550.0
2021-04-12,Open,4689.T,547.7000122070312
2021-04-13,Open,4689.T,541.9000244140625
2021-04-14,Open,4689.T,551.7000122070312
2021-04-15,Open,4689.T,548.2000122070312
2021-04-16,Open,4689.T,564.5
2021-04-19,Open,4689.T,563.2000122070312
2021-04-20,Open,4689.T,563.4000244140625
2021-04-21,Open,4689.T,550.2000122070312
2021-04-22,Open,4689.T,539.9000244140625
2021-04-23,Open,4689.T,532.5
2021-04-26,Open,4689.T,515.0
2021-04-27,Open,4689.T,519.5
2021-04-28,Open,4689.T,535.5
2021-04-30,Open,4689.T,517.9000244140625
2021-05-06,Open,4689.T,498.79998779296875
2021-05-07,Open,4689.T,482.0
2021-05-10,Open,4689.T,484.79998779296875
2021-05-11,Open,4689.T,473.0
2021-05-12,Open,4689.T,466.20001220703125
2021-05-13,Open,4689.T,447.79998779296875
2021-05-14,Open,4689.T,443.8999938964844
2021-05-17,Open,4689.T,460.0
2021-05-18,Open,4689.T,472.0
2021-05-19,Open,4689.T,466.8999938964844
2021-05-20,Open,4689.T,472.3999938964844
2021-05-21,Open,4689.T,470.0
2021-05-24,Open,4689.T,470.8999938964844
2021-05-25,Open,4689.T,475.20001220703125
2021-05-26,Open,4689.T,493.8999938964844
2021-05-27,Open,4689.T,517.0
2021-05-28,Open,4689.T,522.0999755859375
2021-05-31,Open,4689.T,523.7999877929688
2021-06-01,Open,4689.T,517.5999755859375
2021-06-02,Open,4689.T,522.0
2021-06-03,Open,4689.T,517.7999877929688
2021-06-04,Open,4689.T,506.5
2021-06-07,Open,4689.T,501.29998779296875
2021-06-08,Open,4689.T,508.0
2021-06-09,Open,4689.T,511.0
2021-06-10,Open,4689.T,504.1000061035156
2021-06-11,Open,4689.T,501.3999938964844
2021-06-14,Open,4689.T,502.79998779296875
2021-06-15,Open,4689.T,514.9000244140625
2021-06-16,Open,4689.T,526.7999877929688
2021-06-17,Open,4689.T,546.0
2021-06-18,Open,4689.T,554.0999755859375
2021-06-21,Open,4689.T,521.5
2021-06-22,Open,4689.T,538.5999755859375
2021-06-23,Open,4689.T,548.9000244140625
2021-06-24,Open,4689.T,549.0
2021-06-25,Open,4689.T,559.7000122070312
2021-06-28,Open,4689.T,561.0999755859375
2021-06-29,Open,4689.T,554.5999755859375
2021-06-30,Open,4689.T,556.0
2021-07-01,Open,4689.T,553.2999877929688
2021-07-02,Open,4689.T,545.0
2021-07-05,Open,4689.T,548.0
2021-07-06,Open,4689.T,554.7999877929688
2021-07-07,Open,4689.T,550.7999877929688
2021-07-08,Open,4689.T,555.0
2021-07-09,Open,4689.T,550.2000122070312
2021-07-12,Open,4689.T,560.7000122070312
2021-07-13,Open,4689.T,559.7000122070312
2021-07-14,Open,4689.T,562.5999755859375
2021-07-15,Open,4689.T,591.5
2021-07-16,Open,4689.T,583.4000244140625
2021-07-19,Open,4689.T,567.5999755859375
2021-07-20,Open,4689.T,573.9000244140625
2021-07-21,Open,4689.T,572.2000122070312
2021-07-26,Open,4689.T,580.0
2021-07-27,Open,4689.T,585.7000122070312
2021-07-28,Open,4689.T,582.5999755859375
2021-07-29,Open,4689.T,553.0999755859375
2021-07-30,Open,4689.T,553.2999877929688
2021-08-02,Open,4689.T,556.5
2021-08-03,Open,4689.T,557.2999877929688
2021-08-04,Open,4689.T,597.9000244140625
2021-08-05,Open,4689.T,621.2999877929688
2021-08-06,Open,4689.T,601.7999877929688
2021-08-10,Open,4689.T,615.0
2021-08-11,Open,4689.T,612.5999755859375
2021-08-12,Open,4689.T,620.4000244140625
2021-08-13,Open,4689.T,623.0999755859375
2021-08-16,Open,4689.T,628.2999877929688
2021-08-17,Open,4689.T,621.4000244140625
2021-08-18,Open,4689.T,625.5
2021-08-19,Open,4689.T,630.0999755859375
2021-08-20,Open,4689.T,648.2000122070312
2021-08-23,Open,4689.T,658.0
2021-08-24,Open,4689.T,673.5
2021-08-25,Open,4689.T,673.2999877929688
2021-08-26,Open,4689.T,689.5999755859375
2021-08-27,Open,4689.T,690.0
2021-08-30,Open,4689.T,691.0
2021-08-31,Open,4689.T,698.0
2021-09-01,Open,4689.T,718.7999877929688
2021-09-02,Open,4689.T,721.2999877929688
2021-09-03,Open,4689.T,719.5
2021-09-06,Open,4689.T,740.9000244140625
2021-09-07,Open,4689.T,748.7000122070312
2021-09-08,Open,4689.T,704.4000244140625
2021-09-09,Open,4689.T,717.0
2021-09-10,Open,4689.T,712.0
2021-09-13,Open,4689.T,699.4000244140625
2021-09-14,Open,4689.T,704.0
2021-09-15,Open,4689.T,739.2000122070312
2021-09-16,Open,4689.T,730.0
2021-09-17,Open,4689.T,742.2999877929688
2021-09-21,Open,4689.T,716.2000122070312
2021-09-22,Open,4689.T,741.0
2021-09-24,Open,4689.T,741.4000244140625
2021-09-27,Open,4689.T,761.0
2021-09-28,Open,4689.T,736.7999877929688
2021-09-29,Open,4689.T,749.4000244140625
2021-09-30,Open,4689.T,729.7999877929688
2021-10-01,Open,4689.T,710.9000244140625
2021-10-04,Open,4689.T,727.0999755859375
2021-10-05,Open,4689.T,681.2000122070312
2021-10-06,Open,4689.T,698.7999877929688
2021-10-07,Open,4689.T,681.0
2021-10-08,Open,4689.T,700.0
2021-10-11,Open,4689.T,689.2999877929688
2021-10-12,Open,4689.T,702.2000122070312
2021-10-13,Open,4689.T,699.5
2021-10-14,Open,4689.T,691.2999877929688
2021-10-15,Open,4689.T,699.7999877929688
2021-10-18,Open,4689.T,685.0999755859375
2021-10-19,Open,4689.T,695.2000122070312
2021-10-20,Open,4689.T,705.5999755859375
2021-10-21,Open,4689.T,700.0
2021-10-22,Open,4689.T,686.5
2021-10-25,Open,4689.T,655.7000122070312
2021-10-26,Open,4689.T,690.9000244140625
2021-10-27,Open,4689.T,684.0
2021-10-28,Open,4689.T,683.5999755859375
2021-10-29,Open,4689.T,683.0
2021-11-01,Open,4689.T,718.0
2021-11-02,Open,4689.T,723.0
2021-11-04,Open,4689.T,790.0
2021-11-05,Open,4689.T,790.2000122070312
2021-11-08,Open,4689.T,787.2000122070312
2021-11-09,Open,4689.T,791.2999877929688
2021-11-10,Open,4689.T,812.0999755859375
2021-11-11,Open,4689.T,791.4000244140625
2021-11-12,Open,4689.T,785.5999755859375
2021-11-15,Open,4689.T,799.0
2021-11-16,Open,4689.T,795.7999877929688
2021-11-17,Open,4689.T,808.0
2021-11-18,Open,4689.T,818.5999755859375
2021-11-19,Open,4689.T,812.0
2021-11-22,Open,4689.T,821.2999877929688
2021-11-24,Open,4689.T,807.2000122070312
2021-11-25,Open,4689.T,797.2999877929688
2021-11-26,Open,4689.T,781.2999877929688
2021-11-29,Open,4689.T,754.7000122070312
2021-11-30,Open,4689.T,766.0
2021-12-01,Open,4689.T,748.2999877929688
2021-12-02,Open,4689.T,738.0
2021-12-03,Open,4689.T,742.0
2021-12-06,Open,4689.T,752.4000244140625
2021-12-07,Open,4689.T,744.4000244140625
2021-12-08,Open,4689.T,750.0999755859375
2021-12-09,Open,4689.T,733.4000244140625
2021-12-10,Open,4689.T,721.5999755859375
2021-12-13,Open,4689.T,714.0
2021-12-14,Open,4689.T,705.0
2021-12-15,Open,4689.T,684.2999877929688
2021-12-16,Open,4689.T,703.0
2021-12-17,Open,4689.T,683.5
2021-12-20,Open,4689.T,664.0
2021-12-21,Open,4689.T,651.5999755859375
2021-12-22,Open,4689.T,653.5
2021-12-23,Open,4689.T,655.2000122070312
2021-12-24,Open,4689.T,663.0999755859375
2021-12-27,Open,4689.T,656.0
2021-12-28,Open,4689.T,649.2000122070312
2021-12-29,Open,4689.T,644.0
2021-12-30,Open,4689.T,646.9000244140625
2022-01-04,Open,4689.T,667.0
2022-01-05,Open,4689.T,660.0
2022-01-06,Open,4689.T,631.2999877929688
2022-01-07,Open,4689.T,641.0
2021-01-12,Open,8766.T,5505.0
2021-01-13,Open,8766.T,5571.0
2021-01-14,Open,8766.T,5600.0
2021-01-15,Open,8766.T,5643.0
2021-01-18,Open,8766.T,5529.0
2021-01-19,Open,8766.T,5514.0
2021-01-20,Open,8766.T,5592.0
2021-01-21,Open,8766.T,5556.0
2021-01-22,Open,8766.T,5461.0
2021-01-25,Open,8766.T,5401.0
2021-01-26,Open,8766.T,5387.0
2021-01-27,Open,8766.T,5350.0
2021-01-28,Open,8766.T,5190.0
2021-01-29,Open,8766.T,5259.0
2021-02-01,Open,8766.T,5141.0
2021-02-02,Open,8766.T,5112.0
2021-02-03,Open,8766.T,5200.0
2021-02-04,Open,8766.T,5308.0
2021-02-05,Open,8766.T,5360.0
2021-02-08,Open,8766.T,5423.0
2021-02-09,Open,8766.T,5502.0
2021-02-10,Open,8766.T,5460.0
2021-02-12,Open,8766.T,5555.0
2021-02-15,Open,8766.T,5582.0
2021-02-16,Open,8766.T,5588.0
2021-02-17,Open,8766.T,5590.0
2021-02-18,Open,8766.T,5436.0
2021-02-19,Open,8766.T,5355.0
2021-02-22,Open,8766.T,5419.0
2021-02-24,Open,8766.T,5280.0
2021-02-25,Open,8766.T,5336.0
2021-02-26,Open,8766.T,5352.0
2021-03-01,Open,8766.T,5310.0
2021-03-02,Open,8766.T,5392.0
2021-03-03,Open,8766.T,5330.0
2021-03-04,Open,8766.T,5400.0
2021-03-05,Open,8766.T,5442.0
2021-03-08,Open,8766.T,5455.0
2021-03-09,Open,8766.T,5698.0
2021-03-10,Open,8766.T,5602.0
2021-03-11,Open,8766.T,5631.0
2021-03-12,Open,8766.T,5510.0
2021-03-15,Open,8766.T,5493.0
2021-03-16,Open,8766.T,5500.0
2021-03-17,Open,8766.T,5482.0
2021-03-18,Open,8766.T,5566.0
2021-03-19,Open,8766.T,5551.0
2021-03-22,Open,8766.T,5502.0
2021-03-23,Open,8766.T,5350.0
2021-03-24,Open,8766.T,5320.0
2021-03-25,Open,8766.T,5450.0
2021-03-26,Open,8766.T,5495.0
2021-03-29,Open,8766.T,5540.0
2021-03-30,Open,8766.T,5402.0
2021-03-31,Open,8766.T,5318.0
2021-04-01,Open,8766.T,5329.0
2021-04-02,Open,8766.T,5311.0
2021-04-05,Open,8766.T,5290.0
2021-04-06,Open,8766.T,5353.0
2021-04-07,Open,8766.T,5240.0
2021-04-08,Open,8766.T,5280.0
2021-04-09,Open,8766.T,5246.0
2021-04-12,Open,8766.T,5206.0
2021-04-13,Open,8766.T,5237.0
2021-04-14,Open,8766.T,5285.0
2021-04-15,Open,8766.T,5333.0
2021-04-16,Open,8766.T,5378.0
2021-04-19,Open,8766.T,5445.0
2021-04-20,Open,8766.T,5388.0
2021-04-21,Open,8766.T,5260.0
2021-04-22,Open,8766.T,5321.0
2021-04-23,Open,8766.T,5345.0
2021-04-26,Open,8766.T,5366.0
2021-04-27,Open,8766.T,5257.0
2021-04-28,Open,8766.T,5292.0
2021-04-30,Open,8766.T,5314.0
2021-05-06,Open,8766.T,5330.0
2021-05-07,Open,8766.T,5340.0
2021-05-10,Open,8766.T,5414.0
2021-05-11,Open,8766.T,5442.0
2021-05-12,Open,8766.T,5351.0
2021-05-13,Open,8766.T,5389.0
2021-05-14,Open,8766.T,5391.0
2021-05-17,Open,8766.T,5483.0
2021-05-18,Open,8766.T,5475.0
2021-05-19,Open,8766.T,5580.0
2021-05-20,Open,8766.T,5565.0
2021-05-21,Open,8766.T,5267.0
2021-05-24,Open,8766.T,5234.0
2021-05-25,Open,8766.T,5306.0
2021-05-26,Open,8766.T,5198.0
2021-05-27,Open,8766.T,5173.0
2021-05-28,Open,8766.T,5175.0
2021-05-31,Open,8766.T,5167.0
2021-06-01,Open,8766.T,5190.0
2021-06-02,Open,8766.T,5208.0
2021-06-03,Open,8766.T,5247.0
2021-06-04,Open,8766.T,5265.0
2021-06-07,Open,8766.T,5315.0
2021-06-08,Open,8766.T,5268.0
2021-06-09,Open,8766.T,5225.0
2021-06-10,Open,8766.T,5150.0
2021-06-11,Open,8766.T,5120.0
2021-06-14,Open,8766.T,5160.0
2021-06-15,Open,8766.T,5144.0
2021-06-16,Open,8766.T,5171.0
2021-06-17,Open,8766.T,5162.0
2021-06-18,Open,8766.T,5102.0
2021-06-21,Open,8766.T,4940.0
2021-06-22,Open,8766.T,4989.0
2021-06-23,Open,8766.T,5131.0
2021-06-24,Open,8766.T,5090.0
2021-06-25,Open,8766.T,5127.0
2021-06-28,Open,8766.T,5160.0
2021-06-29,Open,8766.T,5077.0
2021-06-30,Open,8766.T,5177.0
2021-07-01,Open,8766.T,5143.0
2021-07-02,Open,8766.T,5136.0
2021-07-05,Open,8766.T,5108.0
2021-07-06,Open,8766.T,5148.0
2021-07-07,Open,8766.T,5017.0
2021-07-08,Open,8766.T,5067.0
2021-07-09,Open,8766.T,5049.0
2021-07-12,Open,8766.T,5195.0
2021-07-13,Open,8766.T,5190.0
2021-07-14,Open,8766.T,5230.0
2021-07-15,Open,8766.T,5233.0
2021-07-16,Open,8766.T,5212.0
2021-07-19,Open,8766.T,5153.0
2021-07-20,Open,8766.T,5100.0
2021-07-21,Open,8766.T,5235.0
2021-07-26,Open,8766.T,5275.0
2021-07-27,Open,8766.T,5300.0
2021-07-28,Open,8766.T,5290.0
2021-07-29,Open,8766.T,5266.0
2021-07-30,Open,8766.T,5286.0
2021-08-02,Open,8766.T,5280.0
2021-08-03,Open,8766.T,5302.0
2021-08-04,Open,8766.T,5318.0
2021-08-05,Open,8766.T,5262.0
2021-08-06,Open,8766.T,5339.0
2021-08-10,Open,8766.T,5376.0
2021-08-11,Open,8766.T,5389.0
2021-08-12,Open,8766.T,5460.0
2021-08-13,Open,8766.T,5485.0
2021-08-16,Open,8766.T,5391.0
2021-08-17,Open,8766.T,5301.0
2021-08-18,Open,8766.T,5345.0
2021-08-19,Open,8766.T,5370.0
2021-08-20,Open,8766.T,5314.0
2021-08-23,Open,8766.T,5382.0
2021-08-24,Open,8766.T,5336.0
2021-08-25,Open,8766.T,5397.0
2021-08-26,Open,8766.T,5400.0
2021-08-27,Open,8766.T,5347.0
2021-08-30,Open,8766.T,5369.0
2021-08-31,Open,8766.T,5353.0
2021-09-01,Open,8766.T,5410.0
2021-09-02,Open,8766.T,5451.0
2021-09-03,Open,8766.T,5502.0
2021-09-06,Open,8766.T,5600.0
2021-09-07,Open,8766.T,5632.0
2021-09-08,Open,8766.T,5580.0
2021-09-09,Open,8766.T,5633.0
2021-09-10,Open,8766.T,5587.0
2021-09-13,Open,8766.T,5688.0
2021-09-14,Open,8766.T,5900.0
2021-09-15,Open,8766.T,6048.0
2021-09-16,Open,8766.T,5985.0
2021-09-17,Open,8766.T,6016.0
2021-09-21,Open,8766.T,5998.0
2021-09-22,Open,8766.T,5970.0
2021-09-24,Open,8766.T,6055.0
2021-09-27,Open,8766.T,6200.0
2021-09-28,Open,8766.T,6156.0
2021-09-29,Open,8766.T,5980.0
2021-09-30,Open,8766.T,5982.0
2021-10-01,Open,8766.T,5987.0
2021-10-04,Open,8766.T,6014.0
2021-10-05,Open,8766.T,5993.0
2021-10-06,Open,8766.T,5986.0
2021-10-07,Open,8766.T,6028.0
2021-10-08,Open,8766.T,6092.0
2021-10-11,Open,8766.T,6072.0
2021-10-12,Open,8766.T,6130.0
2021-10-13,Open,8766.T,6067.0
2021-10-14,Open,8766.T,6046.0
2021-10-15,Open,8766.T,6110.0
2021-10-18,Open,8766.T,6187.0
2021-10-19,Open,8766.T,6162.0
2021-10-20,Open,8766.T,6160.0
2021-10-21,Open,8766.T,6115.0
2021-10-22,Open,8766.T,6094.0
2021-10-25,Open,8766.T,6066.0
2021-10-26,Open,8766.T,6052.0
2021-10-27,Open,8766.T,6042.0
2021-10-28,Open,8766.T,6010.0
2021-10-29,Open,8766.T,5985.0
2021-11-01,Open,8766.T,6080.0
2021-11-02,Open,8766.T,6045.0
2021-11-04,Open,8766.T,6030.0
2021-11-05,Open,8766.T,6003.0
2021-11-08,Open,8766.T,6015.0
2021-11-09,Open,8766.T,6030.0
2021-11-10,Open,8766.T,5973.0
2021-11-11,Open,8766.T,5915.0
2021-11-12,Open,8766.T,6000.0
2021-11-15,Open,8766.T,6017.0
2021-11-16,Open,8766.T,5962.0
2021-11-17,Open,8766.T,5925.0
2021-11-18,Open,8766.T,5948.0
2021-11-19,Open,8766.T,5900.0
2021-11-22,Open,8766.T,6010.0
2021-11-24,Open,8766.T,6152.0
2021-11-25,Open,8766.T,6093.0
2021-11-26,Open,8766.T,6040.0
2021-11-29,Open,8766.T,5907.0
2021-11-30,Open,8766.T,5866.0
2021-12-01,Open,8766.T,5658.0
2021-12-02,Open,8766.T,5747.0
2021-12-03,Open,8766.T,5815.0
2021-12-06,Open,8766.T,5911.0
2021-12-07,Open,8766.T,5888.0
2021-12-08,Open,8766.T,6096.0
2021-12-09,Open,8766.T,6072.0
2021-12-10,Open,8766.T,6143.0
2021-12-13,Open,8766.T,6150.0
2021-12-14,Open,8766.T,6280.0
2021-12-15,Open,8766.T,6396.0
2021-12-16,Open,8766.T,6470.0
